Notes,County,County Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,"Schenectady County, NY",36093,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Sudden infant death syndrome - SIDS,R95,20,3041438,0.65758,0.40167,1.01559,0.0000065
,"Schenectady County, NY",36093,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other ill-defined and unspecified causes of mortality,R99,71,3041438,2.33442,1.82321,2.94455,0.0000232
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,18,3041438,Unreliable,0.35075,0.93534,0.0000059
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,10,3041438,Unreliable,0.15767,0.60466,0.0000033
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,10,3041438,Unreliable,0.15767,0.60466,0.0000033
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,13,3041438,Unreliable,0.22759,0.73092,0.0000043
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Person injured in collision between other specified motor vehicles (traffic),V87.7,19,3041438,Unreliable,0.37612,0.97555,0.0000062
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,42,3041438,1.38093,0.99525,1.86661,0.0000138
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Fall on and from stairs and steps,W10,24,3041438,0.7891,0.50559,1.17412,0.0000079
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Other fall on same level,W18,15,3041438,Unreliable,0.27603,0.81344,0.0000049
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Unspecified fall,W19,143,3041438,4.70172,3.93109,5.47235,0.0000468
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Unspecified drowning and submersion,W74,14,3041438,Unreliable,0.25166,0.77232,0.0000046
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,48,3041438,1.5782,1.16364,2.09246,0.0000157
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Exposure to uncontrolled fire in building or structure,X00,34,3041438,1.11789,0.77417,1.56214,0.0000111
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43,3041438,1.4138,1.02317,1.90438,0.0000141
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47,3041438,1.54532,1.13544,2.05495,0.0000154
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to alcohol,X45,15,3041438,Unreliable,0.27603,0.81344,0.0000049
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to other gases and vapours,X47,12,3041438,Unreliable,0.20387,0.6892,0.0000039
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor,X59,43,3041438,1.4138,1.02317,1.90438,0.0000141
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor causing fracture,X59.0,45,3041438,1.47956,1.07921,1.97977,0.0000147
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor causing other and unspecified injury,X59.9,20,3041438,0.65758,0.40167,1.01559,0.0000065
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,19,3041438,Unreliable,0.37612,0.97555,0.0000062
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Intentional self-poisoning by and exposure to other gases and vapours,X67,15,3041438,Unreliable,0.27603,0.81344,0.0000049
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by hanging, strangulation and suffocation",X70,130,3041438,4.27429,3.53953,5.00906,0.0000426
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,13,3041438,Unreliable,0.22759,0.73092,0.0000043
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,79,3041438,2.59746,2.05643,3.23721,0.0000259
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Assault by other and unspecified firearm discharge,X95,51,3041438,1.67684,1.24852,2.20474,0.0000167
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,Assault by sharp object,X99,25,3041438,0.82198,0.53194,1.21341,0.0000082
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,106,3041438,3.48519,2.82171,4.14868,0.0000347
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,14,3041438,Unreliable,0.25166,0.77232,0.0000046
,"Schenectady County, NY",36093,External causes of morbidity and mortality,V01-Y89,"Surgical procedure, unspecified",Y83.9,10,3041438,Unreliable,0.15767,0.60466,0.0000033
,"Schoharie County, NY",36095,Certain infectious and parasitic diseases,A00-B99,Enterocolitis due to Clostridium difficile,A04.7,18,640795,Unreliable,1.66479,4.43944,0.0000059
,"Schoharie County, NY",36095,Certain infectious and parasitic diseases,A00-B99,"Septicaemia, unspecified",A41.9,85,640795,13.26477,10.59537,16.40216,0.0000278
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Oesophagus, unspecified - Malignant neoplasms",C15.9,46,640795,7.17858,5.25566,9.57522,0.0000151
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Stomach, unspecified - Malignant neoplasms",C16.9,25,640795,3.9014,2.52479,5.75925,0.0000082
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Colon, unspecified - Malignant neoplasms",C18.9,109,640795,17.01012,13.81674,20.2035,0.0000357
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Malignant neoplasm of rectum,C20,18,640795,Unreliable,1.66479,4.43944,0.0000059
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Liver cell carcinoma - Malignant neoplasms,C22.0,14,640795,Unreliable,1.19444,3.6657,0.0000046
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Liver, unspecified - Malignant neoplasms",C22.9,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Pancreas, unspecified - Malignant neoplasms",C25.9,80,640795,12.48449,9.89945,15.53807,0.0000262
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,448,640795,69.91315,63.43911,76.3872,0.0001467
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,27,640795,4.21352,2.77675,6.13046,0.0000088
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Breast, unspecified - Malignant neoplasms",C50.9,76,640795,11.86027,9.34459,14.8449,0.0000249
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,11,640795,Unreliable,0.85694,3.07151,0.0000036
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Endometrium - Malignant neoplasms,C54.1,13,640795,Unreliable,1.08022,3.46919,0.0000043
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Malignant neoplasm of uterus, part unspecified",C55,14,640795,Unreliable,1.19444,3.6657,0.0000046
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Malignant neoplasm of ovary,C56,35,640795,5.46197,3.80448,7.59628,0.0000115
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Malignant neoplasm of prostate,C61,77,640795,12.01632,9.48304,15.01836,0.0000252
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Malignant neoplasm of kidney, except renal pelvis",C64,37,640795,5.77408,4.06547,7.95882,0.0000121
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Bladder, unspecified - Malignant neoplasms",C67.9,43,640795,6.71041,4.85633,9.03886,0.0000141
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Brain, unspecified - Malignant neoplasms",C71.9,40,640795,6.24225,4.45952,8.50019,0.0000131
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Malignant neoplasm without specification of site,C80,72,640795,11.23604,8.79153,14.14989,0.0000236
,"Schoharie County, NY",36095,Neoplasms,C00-D48,"Non-Hodgkin lymphoma, unspecified type",C85.9,36,640795,5.61802,3.93481,7.7777,0.0000118
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Multiple myeloma - Malignant neoplasms,C90.0,28,640795,4.36957,2.90354,6.31526,0.0000092
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,14,640795,Unreliable,1.19444,3.6657,0.0000046
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Acute myeloid leukaemia - Malignant neoplasms,C92.0,19,640795,Unreliable,1.78518,4.63031,0.0000062
,"Schoharie County, NY",36095,Neoplasms,C00-D48,Malignant neoplasms of independent (primary) multiple sites,C97,10,640795,Unreliable,0.74835,2.86994,0.0000033
,"Schoharie County, NY",36095,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,11,640795,Unreliable,0.85694,3.07151,0.0000036
,"Schoharie County, NY",36095,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,34,640795,5.30591,3.6745,7.41448,0.0000111
,"Schoharie County, NY",36095,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with renal complications",E14.2,16,640795,Unreliable,1.4272,4.05481,0.0000052
,"Schoharie County, NY",36095,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, without complications",E14.9,90,640795,14.04505,11.29391,17.26376,0.0000295
,"Schoharie County, NY",36095,"Endocrine, nutritional and metabolic diseases",E00-E88,"Obesity, unspecified",E66.9,11,640795,Unreliable,0.85694,3.07151,0.0000036
,"Schoharie County, NY",36095,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hyperlipidaemia, unspecified",E78.5,17,640795,Unreliable,1.54545,4.24765,0.0000056
,"Schoharie County, NY",36095,Mental and behavioural disorders,F01-F99,"Vascular dementia, unspecified",F01.9,10,640795,Unreliable,0.74835,2.86994,0.0000033
,"Schoharie County, NY",36095,Mental and behavioural disorders,F01-F99,Unspecified dementia,F03,160,640795,24.96898,21.1,28.83797,0.0000524
,"Schoharie County, NY",36095,Diseases of the nervous system,G00-G98,Motor neuron disease,G12.2,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the nervous system,G00-G98,Parkinson disease,G20,27,640795,4.21352,2.77675,6.13046,0.0000088
,"Schoharie County, NY",36095,Diseases of the nervous system,G00-G98,"Alzheimer disease, unspecified",G30.9,94,640795,14.66928,11.85424,17.95153,0.0000308
,"Schoharie County, NY",36095,Diseases of the nervous system,G00-G98,Multiple sclerosis,G35,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the nervous system,G00-G98,"Anoxic brain damage, not elsewhere classified",G93.1,17,640795,Unreliable,1.54545,4.24765,0.0000056
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Essential (primary) hypertension,I10,35,640795,5.46197,3.80448,7.59628,0.0000115
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Hypertensive heart disease with (congestive) heart failure,I11.0,25,640795,3.9014,2.52479,5.75925,0.0000082
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Hypertensive heart disease without (congestive) heart failure,I11.9,13,640795,Unreliable,1.08022,3.46919,0.0000043
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Hypertensive renal disease with renal failure,I12.0,21,640795,3.27718,2.02864,5.00953,0.0000069
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,304,640795,47.44107,42.10804,52.7741,0.0000995
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Acute ischaemic heart disease, unspecified",I24.9,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,36,640795,5.61802,3.93481,7.7777,0.0000118
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,531,640795,82.86582,75.81752,89.91411,0.0001739
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Ischaemic cardiomyopathy,I25.5,33,640795,5.14985,3.5449,7.2323,0.0000108
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Chronic ischaemic heart disease, unspecified",I25.9,34,640795,5.30591,3.6745,7.41448,0.0000111
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,28,640795,4.36957,2.90354,6.31526,0.0000092
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Other secondary pulmonary hypertension,I27.2,20,640795,3.12112,1.90648,4.82032,0.0000065
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,42,640795,6.55436,4.72379,8.85959,0.0000138
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Endocarditis, valve unspecified",I38,26,640795,4.05746,2.65045,5.94511,0.0000085
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,25,640795,3.9014,2.52479,5.75925,0.0000082
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Sudden cardiac death, so described",I46.1,13,640795,Unreliable,1.08022,3.46919,0.0000043
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,40,640795,6.24225,4.45952,8.50019,0.0000131
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,54,640795,8.42703,6.33064,10.99542,0.0000177
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Cardiac arrhythmia, unspecified",I49.9,23,640795,3.58929,2.27529,5.3857,0.0000075
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,116,640795,18.10251,14.80819,21.39683,0.000038
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Heart failure, unspecified",I50.9,16,640795,Unreliable,1.4272,4.05481,0.0000052
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Cardiomegaly,I51.7,21,640795,3.27718,2.02864,5.00953,0.0000069
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Heart disease, unspecified",I51.9,10,640795,Unreliable,0.74835,2.86994,0.0000033
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,15,640795,Unreliable,1.31015,3.86087,0.0000049
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,28,640795,4.36957,2.90354,6.31526,0.0000092
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,17,640795,Unreliable,1.54545,4.24765,0.0000056
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,143,640795,22.31603,18.65836,25.9737,0.0000468
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,21,640795,3.27718,2.02864,5.00953,0.0000069
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,Dissection of aorta [any part],I71.0,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, ruptured",I71.3,13,640795,Unreliable,1.08022,3.46919,0.0000043
,"Schoharie County, NY",36095,Diseases of the circulatory system,I00-I99,"Peripheral vascular disease, unspecified",I73.9,14,640795,Unreliable,1.19444,3.6657,0.0000046
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,"Pneumonia, unspecified",J18.9,81,640795,12.64055,10.03836,15.71106,0.0000265
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,"Emphysema, unspecified",J43.9,18,640795,Unreliable,1.66479,4.43944,0.0000059
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,37,640795,5.77408,4.06547,7.95882,0.0000121
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,"Chronic obstructive pulmonary disease, unspecified",J44.9,334,640795,52.12275,46.53277,57.71273,0.0001094
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,Pneumonitis due to food and vomit,J69.0,35,640795,5.46197,3.80448,7.59628,0.0000115
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,Other interstitial pulmonary diseases with fibrosis,J84.1,23,640795,3.58929,2.27529,5.3857,0.0000075
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,"Interstitial pulmonary disease, unspecified",J84.9,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the respiratory system,J00-J98,Other disorders of lung,J98.4,12,640795,Unreliable,0.96763,3.27119,0.0000039
,"Schoharie County, NY",36095,Diseases of the digestive system,K00-K92,"Vascular disorder of intestine, unspecified",K55.9,18,640795,Unreliable,1.66479,4.43944,0.0000059
,"Schoharie County, NY",36095,Diseases of the digestive system,K00-K92,Alcoholic cirrhosis of liver,K70.3,19,640795,Unreliable,1.78518,4.63031,0.0000062
,"Schoharie County, NY",36095,Diseases of the digestive system,K00-K92,Other and unspecified cirrhosis of liver,K74.6,27,640795,4.21352,2.77675,6.13046,0.0000088
,"Schoharie County, NY",36095,Diseases of the digestive system,K00-K92,"Gastrointestinal haemorrhage, unspecified",K92.2,25,640795,3.9014,2.52479,5.75925,0.0000082
,"Schoharie County, NY",36095,Diseases of the genitourinary system,N00-N98,"Acute renal failure, unspecified",N17.9,17,640795,Unreliable,1.54545,4.24765,0.0000056
,"Schoharie County, NY",36095,Diseases of the genitourinary system,N00-N98,"Chronic kidney disease, stage 5",N18.5,10,640795,Unreliable,0.74835,2.86994,0.0000033
,"Schoharie County, NY",36095,Diseases of the genitourinary system,N00-N98,"Chronic renal failure, unspecified",N18.9,13,640795,Unreliable,1.08022,3.46919,0.0000043
,"Schoharie County, NY",36095,Diseases of the genitourinary system,N00-N98,Unspecified renal failure,N19,23,640795,3.58929,2.27529,5.3857,0.0000075
,"Schoharie County, NY",36095,Diseases of the genitourinary system,N00-N98,"Urinary tract infection, site not specified",N39.0,42,640795,6.55436,4.72379,8.85959,0.0000138
,"Schoharie County, NY",36095,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other ill-defined and unspecified causes of mortality,R99,19,640795,Unreliable,1.78518,4.63031,0.0000062
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,640795,Unreliable,0.74835,2.86994,0.0000033
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,20,640795,3.12112,1.90648,4.82032,0.0000065
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,Unspecified fall,W19,14,640795,Unreliable,1.19444,3.6657,0.0000046
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,15,640795,Unreliable,1.31015,3.86087,0.0000049
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by hanging, strangulation and suffocation",X70,22,640795,3.43324,2.15157,5.19795,0.0000072
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,27,640795,4.21352,2.77675,6.13046,0.0000088
,"Schoharie County, NY",36095,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,11,640795,Unreliable,0.85694,3.07151,0.0000036
,"Schuyler County, NY",36097,Certain infectious and parasitic diseases,A00-B99,"Septicaemia, unspecified",A41.9,44,372615,11.80843,8.58001,15.85223,0.0000144
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Oesophagus, unspecified - Malignant neoplasms",C15.9,23,372615,6.17259,3.91287,9.26191,0.0000075
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Stomach, unspecified - Malignant neoplasms",C16.9,14,372615,Unreliable,2.05411,6.30399,0.0000046
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Colon, unspecified - Malignant neoplasms",C18.9,74,372615,19.85964,15.59419,24.93199,0.0000242
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Malignant neoplasm of rectum,C20,15,372615,Unreliable,2.25309,6.63963,0.0000049
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Pancreas, unspecified - Malignant neoplasms",C25.9,42,372615,11.27169,8.12362,15.23605,0.0000138
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,275,372615,73.80272,65.07979,82.52564,0.00009
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,15,372615,Unreliable,2.25309,6.63963,0.0000049
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Breast, unspecified - Malignant neoplasms",C50.9,46,372615,12.34518,9.03828,16.46674,0.0000151
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Endometrium - Malignant neoplasms,C54.1,11,372615,Unreliable,1.47369,5.28215,0.0000036
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Malignant neoplasm of ovary,C56,24,372615,6.44096,4.12685,9.58364,0.0000079
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Malignant neoplasm of prostate,C61,37,372615,9.92982,6.99149,13.68697,0.0000121
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Malignant neoplasm of kidney, except renal pelvis",C64,20,372615,5.36747,3.27861,8.28963,0.0000065
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Bladder, unspecified - Malignant neoplasms",C67.9,27,372615,7.24609,4.77524,10.54269,0.0000088
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Brain, unspecified - Malignant neoplasms",C71.9,19,372615,Unreliable,3.07001,7.96285,0.0000062
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,11,372615,Unreliable,1.47369,5.28215,0.0000036
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Malignant neoplasm without specification of site,C80,43,372615,11.54006,8.35154,15.54435,0.0000141
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Non-Hodgkin lymphoma, unspecified type",C85.9,23,372615,6.17259,3.91287,9.26191,0.0000075
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Multiple myeloma - Malignant neoplasms,C90.0,13,372615,Unreliable,1.85768,5.96605,0.0000043
,"Schuyler County, NY",36097,Neoplasms,C00-D48,Acute myeloid leukaemia - Malignant neoplasms,C92.0,16,372615,Unreliable,2.45439,6.97316,0.0000052
,"Schuyler County, NY",36097,Neoplasms,C00-D48,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,10,372615,Unreliable,1.28696,4.9355,0.0000033
,"Schuyler County, NY",36097,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,22,372615,5.90422,3.70011,8.93904,0.0000072
,"Schuyler County, NY",36097,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with renal complications",E14.2,15,372615,Unreliable,2.25309,6.63963,0.0000049
,"Schuyler County, NY",36097,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, without complications",E14.9,67,372615,17.98103,13.93512,22.83518,0.0000219
,"Schuyler County, NY",36097,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hyperlipidaemia, unspecified",E78.5,17,372615,Unreliable,2.65775,7.30478,0.0000056
,"Schuyler County, NY",36097,Mental and behavioural disorders,F01-F99,Unspecified dementia,F03,89,372615,23.88524,19.18176,29.39294,0.0000291
,"Schuyler County, NY",36097,Diseases of the nervous system,G00-G98,Parkinson disease,G20,21,372615,5.63584,3.4887,8.61501,0.0000069
,"Schuyler County, NY",36097,Diseases of the nervous system,G00-G98,"Alzheimer disease, unspecified",G30.9,85,372615,22.81175,18.22111,28.20718,0.0000278
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Essential (primary) hypertension,I10,35,372615,9.39307,6.54265,13.06351,0.0000115
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Hypertensive renal disease with renal failure,I12.0,14,372615,Unreliable,2.05411,6.30399,0.0000046
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,247,372615,66.28826,58.02133,74.55519,0.0000809
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,95,372615,25.49548,20.62738,31.16696,0.0000311
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,358,372615,96.07772,86.1251,106.03034,0.0001172
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Ischaemic cardiomyopathy,I25.5,16,372615,Unreliable,2.45439,6.97316,0.0000052
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,"Chronic ischaemic heart disease, unspecified",I25.9,16,372615,Unreliable,2.45439,6.97316,0.0000052
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,14,372615,Unreliable,2.05411,6.30399,0.0000046
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,33,372615,8.85633,6.09625,12.43756,0.0000108
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,46,372615,12.34518,9.03828,16.46674,0.0000151
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,16,372615,Unreliable,2.45439,6.97316,0.0000052
,"Schuyler County, NY",36097,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,26,372615,6.97771,4.55805,10.22395,0.0000085
